8852.32048611017 8852.32525748014 1.00656543485541 0.00333907974449011 184.73 56.11 1.25385013530093 1510.7 60
8852.32118067006 8852.32595202979 1.01087048653552 0.00341882259566143 185.71 56.50 1.25132912181116 1491.2 60
8852.32187512005 8852.32664644998 1.00049761415378 0.00354227530543972 184.96 56.50 1.24884165027669 1505.5 60
8852.32256967993 8852.32734098984 1.00635307658084 0.00349044036499753 184.85 56.50 1.24638578493116 1495.1 60
8852.32326423982 8852.32803553017 1.01040202881666 0.00335526991565248 184.85 56.50 1.24396248121787 1484.7 60
8852.32395868003 8852.32872996014 1.00265315358111 0.0036118937888958 185.50 56.50 1.24157145113743 1481.0 60
8852.32465323992 8852.3294245 1.0049484170049 0.00325697018740689 185.50 56.50 1.23921124297986 1467.3 60
8852.32534779981 8852.33011903986 1.00791069700629 0.00333705453225059 185.00 56.70 1.23688277858172 1448.1 60
8852.3260422498 8852.33081346005 1.00481963220651 0.0034641823023693 184.99 56.53 1.23458540514 1451.5 60
8852.32673681015 8852.33150799992 1.00084392700942 0.00347532491330767 185.50 56.50 1.23231886919145 1458.5 60
8852.32743137004 8852.33220253978 0.998468988244325 0.00339846174992041 185.55 56.50 1.23008255265228 1454.3 60
8852.32812581025 8852.33289697021 1.00052973375316 0.00319245281856227 185.03 56.50 1.22787731812782 1459.2 60
8852.32882037014 8852.33359151008 1.00779765937236 0.00346777245609801 185.50 56.50 1.22570181807911 1455.8 60
8852.32951493002 8852.33428604994 1.00310911375904 0.00338298773978125 185.50 56.50 1.22355583139248 1449.6 60
8852.33020938002 8852.33498047991 1.00779718703538 0.00329307946565438 185.50 56.50 1.22144018855923 1444.3 60
8852.3309039399 8852.33567501977 1.00106542544563 0.00332811723751456 184.95 56.50 1.21935325507902 1423.7 60
8852.33159849979 8852.3363695601 0.996962385030973 0.00352946003722752 185.50 56.50 1.21729585488753 1416.1 60
8852.33229294 8852.33706397982 0.992161491161296 0.00349907135282728 185.50 56.50 1.21526741903002 1431.5 60
8852.33298749989 8852.33775852015 1.00228606690675 0.00330328575530276 185.52 56.50 1.21326773169709 1419.5 60
8852.33368206024 8852.33845306002 0.998734092907408 0.0032428372984108 184.78 56.50 1.21129658094588 1418.3 60
8852.33437662013 8852.33914759988 0.991137523765527 0.00345867495813522 185.50 56.50 1.20935343809647 1425.9 60
8852.33507107012 8852.33984202985 0.994635865876395 0.00334311839999188 185.50 56.50 1.20743906040327 1449.0 60
8852.33576563001 8852.34053657018 0.999088138298674 0.0032493489864081 185.50 56.50 1.205551974278 1446.6 60
8852.33646018989 8852.34123111004 0.993011781036562 0.00329035759001425 184.67 56.53 1.20369293034167 1431.5 60
8852.33715463011 8852.34192554001 0.996536276977661 0.00317408428452671 184.92 56.50 1.20186141925018 1419.3 60
8852.33784918999 8852.34262007987 0.991301821189545 0.00344535947513453 185.50 56.50 1.20005725108476 1414.2 60
8852.33854374988 8852.3433146202 0.990426529407001 0.00337807094380444 185.50 56.50 1.19828023941296 1398.2 60
8852.33923819009 8852.34400903992 0.985711545277561 0.00317179278183772 184.50 56.50 1.19653020123953 1400.1 60
8852.33993274998 8852.34470358025 0.991097577486411 0.00336852220894407 185.00 56.50 1.19480695695716 1390.9 60
8852.34062730987 8852.34539812012 0.986403000057815 0.00349027005559679 185.50 56.50 1.19311005053091 1376.7 60
8852.34132175986 8852.34609255008 0.983296642130205 0.00329840588835692 185.50 56.50 1.19144014829917 1382.9 60
8852.34201631974 8852.34678708995 0.983909762432528 0.00324342735798641 184.78 56.10 1.18979597019704 1382.6 60
8852.3427108801 8852.34748162981 0.983735278546443 0.00337685089560604 184.70 56.50 1.18817817587749 1364.7 60
8852.34340531984 8852.34817605 0.977576570868469 0.00322966888507125 184.86 56.50 1.18658658901366 1367.6 60
8852.3440998802 8852.34887060011 0.989785793714023 0.00314391148369052 185.50 56.50 1.18502026214064 1357.8 60
8852.34479444008 8852.34956513997 0.982516490633166 0.00311376600730236 184.73 56.50 1.18347982534585 1345.7 60
8852.34548889007 8852.35025956016 0.980142294370868 0.00330774556607915 185.50 56.62 1.18196486210857 1359.9 60
8852.34618344996 8852.35095410002 0.979094556790307 0.00329512036664812 185.02 56.54 1.18047522132158 1375.0 60
8852.34687800985 8852.35164863989 0.980984478678607 0.00337894062626732 184.99 56.50 1.17901051353637 1371.9 60
8852.34757245006 8852.35234306986 0.980625966085909 0.00330376674550768 184.74 56.50 1.1775713174461 1388.8 60
8852.34826700995 8852.35303761018 0.978347232627912 0.00333857751694356 185.50 56.50 1.17615676680919 1395.2 60
8852.34896156983 8852.35373215005 0.975434878436384 0.00332091590571601 185.50 56.50 1.17476673452339 1394.3 60
8852.34965601983 8852.35442657024 0.974760680337146 0.00325106796751123 185.50 56.50 1.17340177072251 1396.2 60
8852.35035058018 8852.3551211101 0.968109624647262 0.00334431084001984 184.89 56.55 1.17206083394976 1387.9 60
8852.35104514007 8852.35581564996 0.970148523787861 0.00346209979569564 184.90 56.50 1.17074446763951 1384.8 60
8852.35173957981 8852.35651007993 0.967968515689655 0.0031994356057458 185.50 56.17 1.16945231854121 1369.3 60
8852.35243414016 8852.3572046198 0.967167988609604 0.00330589389459853 185.50 56.64 1.16818426094386 1368.5 60
8852.35312870005 8852.35789916012 0.981028976530014 0.00332355428951241 184.93 56.20 1.16694017179391 1392.2 60
8852.35382315004 8852.35859359009 0.967237933105009 0.00330475086092559 184.80 56.50 1.16571993066612 1407.4 60
8852.35451770993 8852.35928812996 0.96856820406567 0.00340379556218511 185.50 56.50 1.16452341973321 1415.6 60
